LineId,Content,EventId,EventTemplate
1564,"data_thread() got not answer from any [Thunderbird_C2] datasource,data_thread() got not answer from any [Thunderbird_B1] datasource,data_thread() got not answer from any [Thunderbird_B3] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1567,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change
1568,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required
1569,session closed for user root,E117,session closed for user root
1570,"jA9JBVPb007417: from=root, size=629060, class=0, nrcpts=1, msgid=<200511091911.jA9JBVPb007417@eadmin1>, relay=#7#@localhost",E15,"<*>: from=root, size=<*>, class=<*>, nrcpts=<*>, msgid=<<*>>, relay=#<*>#@localhost"
1571,"jA9JBVPb007417: to=root, ctladdr=root (0/0), delay=00:00:00, xdelay=00:00:00, mailer=relay, pri=659060, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]",E16,"<*>: to=root, ctladdr=root (0/0), delay=<*>:<*>:<*>, xdelay=<*>:<*>:<*>, mailer=relay, pri=<*>, relay=[<*>] [<*>], dsn=<*>.<*>.<*>, stat=Deferred: Connection refused by [<*>]"
1572,unable to qualify my own domain name (eadmin1) -- using short name,E131,unable to qualify my own domain name (<*>) -- using short name
1573,data_thread() got not answer from any [Thunderbird_D5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1574,"unable to qualify my own domain name (aadmin1) -- using short name,unable to qualify my own domain name (badmin1) -- using short name",E131,"unable to qualify my own domain name (<*>) -- using short name,unable to qualify my own domain name (<*>) -- using short name"
1576,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1577,"unable to qualify my own domain name (cadmin1) -- using short name,unable to qualify my own domain name (dadmin1) -- using short name",E131,"unable to qualify my own domain name (<*>) -- using short name,unable to qualify my own domain name (<*>) -- using short name"
1579,session closed for user root,E117,session closed for user root
1580,"jA9JBWxH019649: from=root, size=1596872, class=0, nrcpts=1, msgid=<200511091911.jA9JBWxH019649@aadmin1>, relay=#7#@localhost",E15,"<*>: from=root, size=<*>, class=<*>, nrcpts=<*>, msgid=<<*>>, relay=#<*>#@localhost"
1581,"jA9JBWxH019649: to=root, ctladdr=root (0/0), delay=00:00:02, xdelay=00:00:00, mailer=relay, pri=1626872, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]",E16,"<*>: to=root, ctladdr=root (0/0), delay=<*>:<*>:<*>, xdelay=<*>:<*>:<*>, mailer=relay, pri=<*>, relay=[<*>] [<*>], dsn=<*>.<*>.<*>, stat=Deferred: Connection refused by [<*>]"
1582,session closed for user root,E117,session closed for user root
1583,"jA9JBWEr014256: from=root, size=1593894, class=0, nrcpts=1, msgid=<200511091911.jA9JBWEr014256@badmin1>, relay=#7#@localhost",E15,"<*>: from=root, size=<*>, class=<*>, nrcpts=<*>, msgid=<<*>>, relay=#<*>#@localhost"
1584,"jA9JBWEr014256: to=root, ctladdr=root (0/0), delay=00:00:02, xdelay=00:00:00, mailer=relay, pri=1623894, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]",E16,"<*>: to=root, ctladdr=root (0/0), delay=<*>:<*>:<*>, xdelay=<*>:<*>:<*>, mailer=relay, pri=<*>, relay=[<*>] [<*>], dsn=<*>.<*>.<*>, stat=Deferred: Connection refused by [<*>]"
1585,"data_thread() got not answer from any [Thunderbird_A1] datasource,data_thread() got not answer from any [Thunderbird_A8] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1587,session closed for user root,E117,session closed for user root
1588,"jA9JBXgf022479: from=root, size=1594553, class=0, nrcpts=1, msgid=<200511091911.jA9JBXgf022479@cadmin1>, relay=#7#@localhost",E15,"<*>: from=root, size=<*>, class=<*>, nrcpts=<*>, msgid=<<*>>, relay=#<*>#@localhost"
1589,"jA9JBXgf022479: to=root, ctladdr=root (0/0), delay=00:00:02, xdelay=00:00:00, mailer=relay, pri=1624553, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]",E16,"<*>: to=root, ctladdr=root (0/0), delay=<*>:<*>:<*>, xdelay=<*>:<*>:<*>, mailer=relay, pri=<*>, relay=[<*>] [<*>], dsn=<*>.<*>.<*>, stat=Deferred: Connection refused by [<*>]"
1590,"synchronized to 10.100.20.250, stratum 3,synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
1592,session closed for user root,E117,session closed for user root
1593,"jA9JBXVI027337: from=root, size=1597080, class=0, nrcpts=1, msgid=<200511091911.jA9JBXVI027337@dadmin1>, relay=#7#@localhost",E15,"<*>: from=root, size=<*>, class=<*>, nrcpts=<*>, msgid=<<*>>, relay=#<*>#@localhost"
1594,"jA9JBXVI027337: to=root, ctladdr=root (0/0), delay=00:00:02, xdelay=00:00:00, mailer=relay, pri=1627080, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]",E16,"<*>: to=root, ctladdr=root (0/0), delay=<*>:<*>:<*>, xdelay=<*>:<*>:<*>, mailer=relay, pri=<*>, relay=[<*>] [<*>], dsn=<*>.<*>.<*>, stat=Deferred: Connection refused by [<*>]"
1595,"data_thread() got not answer from any [Thunderbird_B6] datasource,data_thread() got not answer from any [Thunderbird_A3] datasource,data_thread() got not answer from any [Thunderbird_C8] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1598,"synchronized to 10.100.20.250, stratum 3,synchronized to 10.100.20.250, stratum 3,synchronized to 10.100.16.250, stratum 3,synchronized to 10.100.28.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
1602,"data_thread() got not answer from any [Thunderbird_C1] datasource,data_thread() got not answer from any [Thunderbird_A6] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1604,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
1605,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1606,data_thread() got not answer from any [Thunderbird_C4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1607,"synchronized to 10.100.22.250, stratum 3,synchronized to 10.100.22.250, stratum 3,synchronized to 10.100.16.250, stratum 3,synchronized to 10.100.26.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
1611,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change
1612,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required
1613,"data_thread() got not answer from any [Thunderbird_B5] datasource,data_thread() got not answer from any [Thunderbird_D6] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1615,"synchronized to 10.100.16.250, stratum 3,synchronized to 10.100.28.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
1617,data_thread() got not answer from any [Thunderbird_D8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1618,"synchronized to 10.100.28.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1619,"data_thread() got not answer from any [Thunderbird_B2] datasource,data_thread() got not answer from any [Thunderbird_B4] datasource,data_thread() got not answer from any [Thunderbird_A4] datasource,data_thread() got not answer from any [Thunderbird_A7] datasource,data_thread() got not answer from any [Thunderbird_B7] datasource,data_thread() got not answer from any [Thunderbird_A5] datasource,data_thread() got not answer from any [Thunderbird_C6] datasource,data_thread() got not answer from any [Thunderbird_B8] datasource,data_thread() got not answer from any [Thunderbird_C2] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1628,"synchronized to 10.100.18.250, stratum 3,synchronized to 10.100.26.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
1630,data_thread() got not answer from any [Thunderbird_D4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1631,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
1632,"synchronized to 10.100.8.250, stratum 3,synchronized to 10.100.22.250, stratum 3,synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
1635,"data_thread() got not answer from any [Thunderbird_B3] datasource,data_thread() got not answer from any [Thunderbird_D7] datasource,data_thread() got not answer from any [Thunderbird_A2] datasource,data_thread() got not answer from any [Thunderbird_C5] datasource,data_thread() got not answer from any [Thunderbird_D5] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1640,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change
1641,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required
1642,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1643,"data_thread() got not answer from any [Thunderbird_A8] datasource,data_thread() got not answer from any [Thunderbird_A1] datasource,data_thread() got not answer from any [Thunderbird_B1] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1646,"synchronized to 10.100.22.250, stratum 3,synchronized to 10.100.20.250, stratum 3,synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
1649,"data_thread() got not answer from any [Thunderbird_A3] datasource,data_thread() got not answer from any [Thunderbird_B6] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1651,"synchronized to 10.100.20.250, stratum 3,synchronized to 10.100.12.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
1653,data_thread() got not answer from any [Thunderbird_C8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1654,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
1655,data_thread() got not answer from any [Thunderbird_A6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1656,"synchronized to 10.100.28.250, stratum 3,synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
1658,data_thread() got not answer from any [Thunderbird_C1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1659,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change
1660,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required
1661,data_thread() got not answer from any [Thunderbird_C4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1662,"synchronized to 10.100.18.250, stratum 3,synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
1664,"data_thread() got not answer from any [Thunderbird_A4] datasource,data_thread() got not answer from any [Thunderbird_D8] datasource,data_thread() got not answer from any [Thunderbird_B4] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1667,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1668,data_thread() got not answer from any [Thunderbird_C2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1669,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1670,"data_thread() got not answer from any [Thunderbird_B5] datasource,data_thread() got not answer from any [Thunderbird_D6] datasource,data_thread() got not answer from any [Thunderbird_A7] datasource,data_thread() got not answer from any [Thunderbird_B8] datasource,data_thread() got not answer from any [Thunderbird_C6] datasource,data_thread() got not answer from any [Thunderbird_D4] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1676,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
1677,data_thread() got not answer from any [Thunderbird_B2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1678,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1679,"data_thread() got not answer from any [Thunderbird_B7] datasource,data_thread() got not answer from any [Thunderbird_D5] datasource,data_thread() got not answer from any [Thunderbird_A5] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1682,"synchronized to 10.100.28.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1683,data_thread() got not answer from any [Thunderbird_A2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1684,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change
1685,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required
1686,"synchronized to 10.100.14.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1687,"data_thread() got not answer from any [Thunderbird_B3] datasource,data_thread() got not answer from any [Thunderbird_C5] datasource,data_thread() got not answer from any [Thunderbird_A3] datasource,data_thread() got not answer from any [Thunderbird_D7] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1691,"synchronized to 10.100.24.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1692,data_thread() got not answer from any [Thunderbird_A1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1693,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1694,"data_thread() got not answer from any [Thunderbird_A8] datasource,data_thread() got not answer from any [Thunderbird_B1] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1696,"synchronized to 10.100.28.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1697,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
1698,"synchronized to 10.100.16.250, stratum 3,synchronized to 10.100.16.250, stratum 3,synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
1701,data_thread() got not answer from any [Thunderbird_B6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1702,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1703,data_thread() got not answer from any [Thunderbird_C8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1704,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1705,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change
1706,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required
1707,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1708,data_thread() got not answer from any [Thunderbird_A6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1709,"synchronized to 10.100.20.250, stratum 3,synchronized to 10.100.22.250, stratum 3,synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
1712,"data_thread() got not answer from any [Thunderbird_B4] datasource,data_thread() got not answer from any [Thunderbird_C1] datasource,data_thread() got not answer from any [Thunderbird_B8] datasource,data_thread() got not answer from any [Thunderbird_C2] datasource,data_thread() got not answer from any [Thunderbird_C4] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1717,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1718,data_thread() got not answer from any [Thunderbird_A4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1719,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1720,data_thread() got not answer from any [Thunderbird_D8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1721,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1722,"data_thread() got not answer from any [Thunderbird_B7] datasource,data_thread() got not answer from any [Thunderbird_D4] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1724,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
1725,"data_thread() got not answer from any [Thunderbird_B5] datasource,data_thread() got not answer from any [Thunderbird_A7] datasource,data_thread() got not answer from any [Thunderbird_C5] datasource,data_thread() got not answer from any [Thunderbird_D6] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1729,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change
1730,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required
1731,"data_thread() got not answer from any [Thunderbird_C6] datasource,data_thread() got not answer from any [Thunderbird_D5] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1733,"synchronized to 10.100.16.250, stratum 3,synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
1735,"data_thread() got not answer from any [Thunderbird_A3] datasource,data_thread() got not answer from any [Thunderbird_A5] datasource,data_thread() got not answer from any [Thunderbird_B2] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1738,"synchronized to 10.100.16.250, stratum 3,synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
1740,"data_thread() got not answer from any [Thunderbird_A1] datasource,data_thread() got not answer from any [Thunderbird_B3] datasource,data_thread() got not answer from any [Thunderbird_A2] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1743,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1744,data_thread() got not answer from any [Thunderbird_B1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1745,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1746,data_thread() got not answer from any [Thunderbird_C8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1747,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
1748,"synchronized to 10.100.30.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1749,data_thread() got not answer from any [Thunderbird_D7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1750,"synchronized to 10.100.16.250, stratum 3,synchronized to 10.100.16.250, stratum 3,synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
1753,data_thread() got not answer from any [Thunderbird_A8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1754,"synchronized to 10.100.22.250, stratum 3,synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
1756,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change
1757,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required
1758,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1759,"data_thread() got not answer from any [Thunderbird_B6] datasource,data_thread() got not answer from any [Thunderbird_A6] datasource,data_thread() got not answer from any [Thunderbird_C1] datasource,data_thread() got not answer from any [Thunderbird_C4] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1763,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1764,"data_thread() got not answer from any [Thunderbird_B8] datasource,data_thread() got not answer from any [Thunderbird_D4] datasource,data_thread() got not answer from any [Thunderbird_B7] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1767,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1768,data_thread() got not answer from any [Thunderbird_B4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1769,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
1770,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1771,"data_thread() got not answer from any [Thunderbird_D6] datasource,data_thread() got not answer from any [Thunderbird_C2] datasource,data_thread() got not answer from any [Thunderbird_C5] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1774,"synchronized to 10.100.20.250, stratum 3,synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
1776,data_thread() got not answer from any [Thunderbird_D8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1777,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1778,"data_thread() got not answer from any [Thunderbird_A4] datasource,data_thread() got not answer from any [Thunderbird_C6] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1780,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change
1781,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required
1782,"synchronized to 10.100.16.250, stratum 3,synchronized to 10.100.20.250, stratum 3,synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
1785,data_thread() got not answer from any [Thunderbird_B5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1786,"synchronized to 10.100.20.250, stratum 3,synchronized to 10.100.28.250, stratum 3,synchronized to 10.100.16.250, stratum 3,synchronized to 10.100.16.250, stratum 3,synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
1791,data_thread() got not answer from any [Thunderbird_A7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1792,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1793,"data_thread() got not answer from any [Thunderbird_A5] datasource,data_thread() got not answer from any [Thunderbird_B1] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1795,"synchronized to 10.100.18.250, stratum 3,synchronized to 10.100.28.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
1797,"data_thread() got not answer from any [Thunderbird_D5] datasource,data_thread() got not answer from any [Thunderbird_D7] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1799,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1800,"data_thread() got not answer from any [Thunderbird_A3] datasource,data_thread() got not answer from any [Thunderbird_B2] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1802,"synchronized to 10.100.16.250, stratum 3,synchronized to 10.100.24.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
1804,"data_thread() got not answer from any [Thunderbird_A1] datasource,data_thread() got not answer from any [Thunderbird_A8] datasource,data_thread() got not answer from any [Thunderbird_B3] datasource,data_thread() got not answer from any [Thunderbird_C8] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1808,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
1809,"synchronized to 10.100.20.250, stratum 3,synchronized to 10.100.26.250, stratum 3,synchronized to 10.100.20.250, stratum 3,synchronized to 10.100.26.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
